City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Concepcion Del Oro,MX,24.63,-101.42,74.1,30,29,7.31,scattered clouds
350,Port Hawkesbury,CA,45.62,-61.35,77.0,41,40,5.82,scattered clouds
351,Hoa Binh,VN,20.81,105.34,82.4,83,24,4.7,few clouds
352,Paciran,ID,-6.88,112.38,76.64,83,15,5.99,few clouds
353,Winslow,US,35.02,-110.7,98.6,14,1,9.17,clear sky
354,Betare Oya,CM,5.6,14.08,66.09,97,100,1.21,light rain
355,Meulaboh,ID,4.14,96.13,76.96,85,100,4.61,overcast clouds
356,Aykino,RU,62.22,49.99,57.83,96,100,3.4,light rain
357,Brae,GB,60.4,-1.35,50.0,71,82,12.75,light rain
358,Ipixuna,BR,-1.76,-48.8,78.8,88,75,9.17,broken clouds
359,Kralendijk,BQ,12.15,-68.27,87.8,66,1,9.17,clear sky
360,Formello,IT,42.08,12.4,77.0,79,0,3.0,clear sky
361,Half Moon Bay,US,37.46,-122.43,80.01,60,40,6.93,smoke
362,Araouane,ML,18.9,-3.53,98.96,27,1,10.25,clear sky
363,Kembe,CF,4.62,21.89,70.27,97,97,0.72,overcast clouds
364,Darab,IR,28.75,54.54,78.78,35,99,3.22,overcast clouds
365,Skelleftea,SE,64.75,20.95,57.2,67,31,5.82,scattered clouds
366,Bengkulu,ID,-3.8,102.27,75.81,86,100,4.29,overcast clouds
367,Key West,US,24.56,-81.78,93.2,66,20,14.99,few clouds
368,Athens,GR,37.98,23.72,84.0,42,20,3.36,few clouds
369,Garcia,MX,25.82,-100.58,89.6,40,75,6.93,broken clouds
370,Charters Towers,AU,-20.1,146.27,51.53,43,39,7.43,scattered clouds
371,Goya,AR,-29.14,-59.26,68.38,48,0,7.74,clear sky
372,Poum,NC,-20.23,164.02,72.05,79,16,20.27,few clouds
373,Kanye,BW,-24.97,25.33,49.66,49,0,3.89,clear sky
374,Praia,CV,14.92,-23.51,82.4,69,75,6.93,broken clouds
375,Tongliao,CN,43.61,122.27,68.07,91,100,11.32,light rain
376,Vuktyl,RU,63.86,57.31,46.42,86,3,1.95,clear sky
377,Usinsk,RU,65.99,57.53,45.88,82,0,6.17,clear sky
378,Zwedru,LR,6.07,-8.13,71.31,96,64,4.18,broken clouds
379,Marystown,CA,47.17,-55.15,66.99,100,0,8.99,clear sky
380,Maniitsoq,GL,65.42,-52.9,45.48,87,46,4.97,scattered clouds
381,Kirakira,SB,-10.45,161.92,81.25,78,100,7.49,moderate rain
382,Tuatapere,NZ,-46.13,167.68,43.0,93,74,4.14,broken clouds
383,Broome,US,42.25,-75.83,84.0,60,40,9.17,light rain
384,Nianzishan,CN,47.52,122.88,61.23,90,100,1.12,overcast clouds
385,Waddan,LY,29.16,16.14,77.92,45,0,13.09,clear sky
386,Banjar,ID,-8.19,114.97,77.0,100,40,4.7,scattered clouds
387,Kukushtan,RU,57.65,56.5,53.6,100,28,6.71,scattered clouds
388,Laguna,US,38.42,-121.42,93.99,19,90,9.17,haze
389,Natal,BR,-5.79,-35.21,78.8,65,41,18.34,scattered clouds
390,Ambulu,ID,-8.35,113.61,71.53,88,54,3.06,broken clouds
391,Comodoro Rivadavia,AR,-45.87,-67.5,50.0,71,40,5.82,scattered clouds
392,Verkhoyansk,RU,67.54,133.38,41.0,82,94,5.06,overcast clouds
393,Ushtobe,KZ,45.25,77.98,69.17,27,71,4.0,broken clouds
394,Falmouth,GB,50.15,-5.07,61.0,93,100,10.29,overcast clouds
395,Svetlaya,RU,46.54,138.33,62.37,79,96,3.83,overcast clouds
396,Cravo Norte,CO,6.3,-70.2,82.49,77,36,5.97,moderate rain
397,Pochutla,MX,15.74,-96.47,82.99,74,90,3.47,overcast clouds
398,Troitskoye,RU,52.98,84.68,51.19,87,5,5.61,clear sky
399,Bandarbeyla,SO,9.49,50.81,75.87,76,91,31.09,overcast clouds
400,Susanville,US,40.42,-120.65,84.99,15,75,3.36,haze
401,Tabou,CI,4.42,-7.35,75.7,84,88,8.7,overcast clouds
402,Santa Maria,BR,-29.68,-53.81,69.8,46,0,13.87,clear sky
403,Kuching,MY,1.55,110.33,78.8,88,40,2.17,thunderstorm
404,Darnah,LY,32.77,22.64,78.75,76,0,18.99,clear sky
405,Timmins,CA,48.47,-81.33,78.8,47,40,8.05,scattered clouds
406,Sioux Lookout,CA,50.1,-91.92,77.0,69,75,5.82,broken clouds
407,Nortelandia,BR,-14.45,-56.8,92.03,25,77,4.79,broken clouds
408,Dhadar,IN,28.33,75.06,83.35,69,0,11.88,clear sky
409,Methoni,GR,36.82,21.7,77.0,50,0,7.36,clear sky
410,Colesberg,ZA,-30.72,25.1,50.02,46,0,4.61,clear sky
411,Vardo,NO,70.37,31.11,55.4,93,97,17.22,overcast clouds
412,Pokhara,NP,28.23,83.98,71.22,80,100,1.83,overcast clouds
413,Evensk,RU,61.95,159.23,47.46,59,94,7.96,overcast clouds
414,Shipitsyno,RU,61.28,46.52,60.62,89,100,3.62,light rain
415,Yulara,AU,-25.24,130.99,53.6,41,0,5.82,clear sky
416,Namwala,ZM,-15.75,26.44,60.1,47,0,5.93,clear sky
417,San Luis,AR,-33.3,-66.34,37.4,93,75,13.87,broken clouds
418,Kavaratti,IN,10.57,72.64,81.75,82,88,13.94,light rain
419,Catalao,BR,-18.17,-47.95,69.57,61,68,5.79,broken clouds
420,Port Hardy,CA,50.7,-127.42,55.4,87,75,8.05,broken clouds
421,Kununurra,AU,-15.77,128.73,60.8,32,0,3.36,clear sky
422,Sibolga,ID,1.74,98.78,75.76,79,39,3.24,scattered clouds
423,Biak,ID,-0.91,122.88,74.05,67,0,4.07,clear sky
424,Yuanping,CN,38.72,112.76,61.41,87,69,5.68,broken clouds
425,Jhudo,PK,24.96,69.3,83.57,78,100,18.48,overcast clouds
426,Morgan City,US,29.7,-91.21,89.6,70,40,10.29,scattered clouds
427,Ambilobe,MG,-13.2,49.05,66.85,78,65,4.09,broken clouds
428,Pangnirtung,CA,66.15,-65.71,44.6,87,75,5.82,fog
429,Deputatskiy,RU,69.3,139.9,31.57,98,100,3.44,overcast clouds
430,Tiznit,MA,29.58,-9.5,89.56,26,53,3.69,broken clouds
431,Killybegs,IE,54.63,-8.45,53.6,87,20,6.93,few clouds
432,Revelstoke,CA,50.98,-118.2,66.2,59,20,0.36,few clouds
433,Guanica,PR,17.97,-66.91,86.0,69,100,5.01,light rain
434,Puerto Escondido,MX,15.85,-97.07,80.6,74,90,5.82,moderate rain
435,Kishcha,RU,42.18,47.58,49.21,76,100,2.93,overcast clouds
436,Kahului,US,20.89,-156.47,89.6,46,20,25.28,few clouds
437,Tingi,TZ,-11.3,35.03,58.93,75,2,2.46,clear sky
438,Camocim,BR,-2.9,-40.84,79.66,71,7,19.53,clear sky
439,Les Escoumins,CA,48.11,-69.02,62.8,72,54,9.64,broken clouds
440,Maragogi,BR,-9.01,-35.22,73.81,78,84,6.08,broken clouds
441,Pitimbu,BR,-7.47,-34.81,77.0,73,44,10.29,scattered clouds
442,Bumba,CD,2.18,22.47,69.21,95,100,1.19,overcast clouds
443,Bam,IR,29.11,58.36,92.08,23,71,5.79,broken clouds
444,Houma,US,29.6,-90.72,86.0,74,40,12.75,scattered clouds
445,Toowoomba,AU,-27.55,151.97,36.0,92,0,7.49,clear sky
446,Baculin,PH,7.45,126.58,78.01,79,6,4.21,clear sky
447,Port Lincoln,AU,-34.73,135.87,47.3,80,49,3.76,scattered clouds
448,Mareeba,AU,-17.0,145.43,59.0,72,47,3.36,scattered clouds
449,Shimoda,JP,34.67,138.95,70.0,93,68,8.7,broken clouds
450,Riverton,US,40.52,-111.94,91.99,27,1,3.36,clear sky
451,Tolosa,FR,43.6,1.44,71.6,56,16,6.93,few clouds
452,Arlit,NE,18.74,7.39,85.37,47,100,26.13,overcast clouds
453,Jauja,PE,-11.78,-75.5,61.7,33,0,11.25,clear sky
454,Raudeberg,NO,61.99,5.14,48.99,88,82,14.18,light rain
455,Komsomolskiy,UZ,40.43,71.72,77.0,36,0,6.93,clear sky
456,Manakara,MG,-22.13,48.02,64.62,92,5,7.38,clear sky
457,Goryachegorsk,RU,55.41,88.92,52.02,95,100,4.59,light rain
458,Kemijarvi,FI,66.71,27.43,55.63,91,66,10.02,broken clouds
459,Soyaux,FR,45.65,0.2,66.2,68,99,6.93,overcast clouds
460,Babstovo,RU,48.12,132.48,60.51,95,88,4.23,overcast clouds
461,Cossato,IT,45.57,8.18,73.99,73,17,8.01,few clouds
462,Richmond,US,37.55,-77.46,91.4,58,75,11.41,broken clouds
463,Sao Joao Da Barra,BR,-21.64,-41.05,69.8,68,40,11.41,scattered clouds
464,Dalby,AU,-27.18,151.27,24.8,92,0,8.19,clear sky
465,Nieuw Amsterdam,SR,5.88,-55.08,84.2,74,40,9.17,shower rain
466,Nurota,UZ,40.56,65.69,80.6,28,48,2.24,scattered clouds
467,Toktogul,KG,41.87,72.94,71.44,31,16,1.25,few clouds
468,Dolores,AR,-36.31,-57.68,52.74,68,0,11.99,clear sky
469,Ibra,OM,22.69,58.53,80.06,68,96,3.74,overcast clouds
470,Moses Lake,US,47.13,-119.28,82.4,24,1,6.93,clear sky
471,Coffs Harbour,AU,-30.3,153.13,39.99,59,0,3.36,clear sky
472,Latung,PH,5.5,120.88,83.05,79,0,10.2,light rain
473,Aripuana,BR,-9.17,-60.63,96.04,23,0,1.74,clear sky
474,Souillac,MU,-20.52,57.52,71.6,73,40,18.34,scattered clouds
475,Cidreira,BR,-30.18,-50.21,60.44,82,0,16.37,clear sky
476,Ahipara,NZ,-35.17,173.17,56.68,80,91,18.14,light rain
477,Gat,IL,31.61,34.76,82.0,33,0,1.16,clear sky
478,The Valley,AI,18.22,-63.06,87.8,70,40,13.87,scattered clouds
479,Ronneby,SE,56.21,15.28,57.2,100,0,2.24,clear sky
480,Asau,RO,46.43,26.4,63.0,93,1,2.91,clear sky
481,Itoman,JP,26.12,127.67,82.4,88,75,28.86,light intensity shower rain
482,Antalaha,MG,-14.9,50.28,67.33,85,63,7.72,broken clouds
483,Rongcheng,CN,30.63,117.85,77.59,86,0,3.09,clear sky
484,Turan,VN,16.07,108.22,78.8,94,40,7.72,scattered clouds
485,Viedma,AR,-40.81,-63.0,66.0,30,100,7.0,overcast clouds
486,Lodwar,KE,3.12,35.6,85.44,40,100,15.28,overcast clouds
487,San Javier,ES,37.81,-0.84,81.0,83,40,5.82,scattered clouds
488,Bezenchuk,RU,52.98,49.43,56.89,78,0,5.61,clear sky
489,Nishihara,JP,26.18,127.76,82.4,88,90,20.8,heavy intensity rain
490,Catalina Foothills,US,32.3,-110.92,102.99,22,1,4.7,clear sky
491,Rorvik,NO,64.86,11.24,51.8,66,40,14.99,scattered clouds
492,Zambezi,ZM,-13.54,23.1,63.91,35,1,5.01,clear sky
493,Gaya,IN,24.78,85.0,77.0,94,90,9.17,light rain
494,Palasa,IN,18.77,84.42,80.01,86,100,7.76,overcast clouds
495,Chupa,RU,66.27,33.05,56.28,92,33,7.61,scattered clouds
496,Poplar Bluff,US,36.76,-90.39,90.0,46,1,4.7,clear sky
497,Kokstad,ZA,-30.55,29.42,50.5,44,0,4.03,clear sky
498,Kawalu,ID,-7.38,108.21,72.01,88,78,1.66,broken clouds
499,Seymchan,RU,62.88,152.43,39.99,71,99,8.55,overcast clouds
500,Koumac,NC,-20.57,164.28,71.51,75,74,13.58,broken clouds
501,Millau,FR,44.08,2.92,69.01,77,43,10.29,scattered clouds
502,Bulawayo,ZW,-20.15,28.58,56.77,50,10,6.26,clear sky
503,Vao,NC,-22.67,167.48,70.3,78,98,12.03,overcast clouds
504,Aska,IN,19.61,84.67,79.77,87,93,2.3,overcast clouds
505,Terrace,CA,54.52,-128.6,62.6,67,75,6.93,broken clouds
506,Ruwi,OM,23.6,58.55,86.0,79,100,2.24,overcast clouds
507,Tigil,RU,57.8,158.67,46.62,83,70,7.56,broken clouds
508,Sur,OM,22.57,59.53,80.38,75,45,7.47,scattered clouds
509,Ankola,IN,14.67,74.3,77.86,87,63,3.11,light rain
510,Bakchar,RU,57.02,82.07,49.1,97,31,2.15,scattered clouds
511,Praia Da Vitoria,PT,38.73,-27.07,78.8,78,20,5.37,few clouds
512,Khonsa,IN,27.02,95.57,69.71,91,100,2.89,overcast clouds
513,Okhotsk,RU,59.38,143.3,50.13,70,2,2.39,clear sky
514,Svetlogorsk,BY,52.63,29.73,63.95,98,96,1.61,moderate rain
515,Vega De Alatorre,MX,20.03,-96.63,85.64,70,14,11.63,light rain
516,Moerai,PF,-22.43,-151.33,70.09,67,9,9.69,clear sky
517,Depok,ID,-6.4,106.82,80.01,88,20,4.7,haze
518,Qaqortoq,GL,60.72,-46.03,55.4,62,0,11.41,clear sky
519,Dezful,IR,32.38,48.41,89.51,15,0,10.16,clear sky
520,Thanh Hoa,VN,19.8,105.77,77.58,91,16,3.53,few clouds
521,La Ronge,CA,55.1,-105.28,66.2,55,75,17.22,broken clouds
522,Vershino-Shakhtaminskiy,RU,51.3,117.89,52.38,99,98,1.7,overcast clouds
523,Usogorsk,RU,63.41,48.69,58.53,94,100,2.37,light rain
524,San Juan De Colon,VE,8.03,-72.26,87.8,45,40,19.46,scattered clouds
525,Rapu-Rapu,PH,13.19,124.13,82.99,75,100,7.47,overcast clouds
526,Rincon,US,32.3,-81.24,84.2,66,75,9.17,broken clouds
527,Luocheng,CN,29.38,104.03,69.21,94,100,6.02,light rain
528,Luwuk,ID,-0.95,122.79,74.32,61,1,3.8,clear sky
529,Egvekinot,RU,66.32,-179.17,48.06,89,97,2.19,light rain
530,Poya,NC,-21.35,165.15,70.32,73,98,5.88,overcast clouds
531,Kyrylivka,UA,46.38,35.37,71.64,50,0,8.43,clear sky
532,Wrzesnia,PL,52.33,17.57,66.99,62,3,3.0,clear sky
533,Atambua,ID,-9.11,124.89,66.45,57,1,4.88,clear sky
534,Batagay-Alyta,RU,67.8,130.41,35.89,84,99,8.79,overcast clouds
535,Iroquois Falls,CA,48.77,-80.68,78.8,47,40,8.05,scattered clouds
536,Peleduy,RU,59.63,112.74,48.9,66,0,6.26,clear sky
537,Neiafu,TO,-18.65,-173.98,78.8,83,20,10.29,few clouds
538,Chapais,CA,49.78,-74.85,66.2,48,40,5.82,scattered clouds
539,Batagay,RU,67.63,134.63,36.81,90,46,3.4,scattered clouds
540,Mehamn,NO,71.04,27.85,57.2,87,40,3.36,scattered clouds
541,Udachnyy,RU,66.42,112.4,42.8,70,0,6.71,clear sky
542,Hambantota,LK,6.12,81.12,78.94,84,20,10.67,few clouds
543,Ghanzi,BW,-21.57,21.78,58.57,48,0,5.08,clear sky
544,Namatanai,PG,-3.67,152.43,79.5,80,97,5.73,light rain
545,Margate,GB,51.38,1.39,66.0,79,100,1.01,overcast clouds
546,Puerto Penasco,MX,31.32,-113.53,91.0,71,0,11.01,clear sky
547,Ancud,CL,-41.87,-73.82,51.01,93,90,10.29,overcast clouds
548,Malaga,ES,36.72,-4.42,78.01,88,0,5.82,clear sky
549,Vanimo,PG,-2.67,141.3,77.04,82,100,2.75,moderate rain
550,San Patricio,MX,19.22,-104.7,89.6,66,40,11.41,scattered clouds
551,Sartana,UA,47.17,37.7,73.0,100,0,5.01,clear sky
552,Hami,CN,42.8,93.45,77.54,22,63,3.13,broken clouds
553,Takoradi,GH,4.88,-1.76,74.23,89,11,7.87,few clouds
554,Shihezi,CN,44.3,86.03,70.56,27,1,2.93,clear sky
555,Togul,RU,53.47,85.91,50.36,91,24,4.81,few clouds
556,Vostok,RU,46.49,135.88,54.01,85,99,3.47,overcast clouds
557,Jalu,LY,29.03,21.55,79.92,53,0,18.68,clear sky
558,Cruzeiro,BR,-22.58,-44.96,69.8,40,75,4.7,broken clouds
559,Malatya,TR,38.5,38.0,73.4,31,0,4.7,clear sky
560,Bitung,ID,1.45,125.18,75.2,83,20,1.12,few clouds
561,Karratha,AU,-20.74,116.85,72.28,39,81,4.25,broken clouds
562,Ouadda,CF,8.08,22.4,67.55,96,100,4.27,overcast clouds
563,Los Alamos,US,35.89,-106.31,91.0,27,1,9.17,clear sky
564,Mezen,RU,65.85,44.24,58.24,95,100,10.4,moderate rain
565,Beipiao,CN,41.79,120.78,65.8,97,100,4.27,heavy intensity rain
566,Zabaykalsk,RU,49.63,117.32,55.92,89,53,5.82,broken clouds
567,Trelew,AR,-43.25,-65.31,66.27,26,83,4.88,broken clouds
568,Tazovskiy,RU,67.47,78.7,52.5,97,100,9.46,light rain
569,Batatais,BR,-20.89,-47.59,78.8,29,0,10.29,clear sky
570,Serenje,ZM,-13.23,30.24,54.52,73,3,4.47,clear sky
571,Aitape,PG,-3.14,142.35,76.44,82,100,2.59,light rain
572,Chatellerault,FR,46.8,0.53,66.2,63,100,6.93,overcast clouds
573,Coahuayana,MX,18.73,-103.68,82.4,78,75,11.41,broken clouds
574,Havelock,US,34.88,-76.9,82.4,74,90,8.05,moderate rain
575,Almaznyy,RU,48.04,40.05,60.8,41,0,4.47,clear sky
576,Urucui,BR,-7.23,-44.56,91.85,26,50,5.93,scattered clouds
577,Artigas,UY,-30.4,-56.47,61.54,73,0,8.7,clear sky
578,Sorland,NO,67.67,12.69,50.0,87,75,3.36,broken clouds
579,Nushki,PK,29.55,66.02,84.45,42,21,3.94,few clouds
580,Coquimbo,CL,-29.95,-71.34,57.2,58,75,12.75,broken clouds
581,Aljezur,PT,37.32,-8.8,66.0,80,0,14.36,clear sky
582,Gouyave,GD,12.16,-61.73,87.8,70,20,5.82,few clouds
583,Shache,CN,38.42,77.24,65.64,28,0,0.56,clear sky
584,Mwene-Ditu,CD,-7.0,23.45,73.44,64,97,5.01,overcast clouds
585,Bubaque,GW,11.28,-15.83,80.78,83,97,12.21,overcast clouds
586,Kulhudhuffushi,MV,6.62,73.07,82.96,71,65,7.99,light rain
587,Cooma,AU,-36.23,149.13,28.4,86,3,10.29,clear sky
588,Caravelas,BR,-17.71,-39.25,68.38,85,100,13.65,light rain
589,Prince Rupert,CA,54.32,-130.32,59.0,87,90,6.93,overcast clouds
590,Opuwo,NA,-18.06,13.84,60.33,33,3,4.59,clear sky
591,Fairview,US,40.81,-74.0,89.6,51,1,6.93,clear sky
592,Ornskoldsvik,SE,63.29,18.72,50.0,81,95,4.7,overcast clouds
593,Flinders,AU,-34.58,150.86,48.99,62,0,8.01,clear sky
594,Fukue,JP,32.69,128.84,82.02,78,0,7.85,clear sky
595,Kodinar,IN,20.79,70.7,80.67,86,100,19.28,moderate rain
596,Santa Isabel,BR,-23.32,-46.22,64.4,63,27,10.29,scattered clouds
597,Chadan,RU,51.28,91.58,49.15,82,100,1.5,overcast clouds
598,Yantzaza,EC,-3.83,-78.76,86.0,33,40,13.87,scattered clouds
599,Mackay,AU,-21.15,149.2,44.6,93,0,5.82,clear sky
600,Sheksna,RU,59.21,38.51,60.8,100,90,6.71,light intensity shower rain
601,Phalaborwa,ZA,-23.94,31.14,69.8,30,0,4.7,clear sky
602,Funadhoo,MV,6.15,73.27,82.89,72,99,6.96,light rain
603,Aksu,CN,41.12,80.26,76.03,31,0,3.85,clear sky
604,Newport,GB,51.59,-3.0,62.01,81,100,12.57,overcast clouds
605,Rio Gallegos,AR,-51.62,-69.22,42.8,38,20,21.92,few clouds
606,Garden City,US,42.33,-83.33,91.99,40,40,11.41,scattered clouds
607,Carutapera,BR,-1.2,-46.02,77.29,90,74,8.28,light rain
608,Tabas,IR,33.6,56.92,93.2,16,0,4.7,clear sky
609,Malinyi,TZ,-8.93,36.13,75.72,52,50,2.08,scattered clouds
610,Winchester,GB,51.07,-1.32,60.01,77,100,8.05,overcast clouds
611,Inuvik,CA,68.35,-133.72,68.0,52,75,12.75,broken clouds
612,Shakawe,BW,-18.37,21.85,61.97,48,0,4.81,clear sky
613,Bowen,AU,-20.02,148.23,54.0,93,59,3.36,broken clouds
614,Kayerkan,RU,69.35,87.76,57.2,82,100,13.42,overcast clouds
615,Xining,CN,36.62,101.77,52.0,81,11,2.28,few clouds
616,Bataipora,BR,-22.3,-53.27,65.55,79,0,7.54,clear sky
617,Goba,ET,7.02,39.98,50.4,85,74,4.27,broken clouds
618,Ulaanbaatar,MN,47.91,106.88,41.0,86,3,6.71,clear sky
619,Bachaquero,VE,9.97,-71.15,86.23,67,31,4.79,light rain
620,Carman,CA,49.5,-98.0,78.01,69,72,7.0,broken clouds
621,Redlands,US,34.06,-117.18,97.0,34,40,10.29,haze
622,Port Hedland,AU,-20.32,118.57,60.8,63,0,2.24,clear sky
623,Dawson Creek,CA,55.77,-120.24,64.4,48,75,11.41,broken clouds
624,Batticaloa,LK,7.71,81.69,79.56,78,1,3.22,clear sky
625,Sorong,ID,-0.88,131.25,76.93,89,82,7.36,broken clouds
626,Markova,UA,48.68,24.41,68.0,88,75,6.71,broken clouds
627,Ajdabiya,LY,30.76,20.23,75.36,79,0,10.51,clear sky
628,Bara,NG,10.37,10.73,71.01,92,95,4.05,overcast clouds
629,Biskamzha,RU,53.45,89.53,48.96,90,64,2.75,broken clouds
630,Ekibastuz,KZ,51.67,75.37,58.37,83,67,3.69,broken clouds
631,Biu,NG,10.61,12.19,65.39,100,100,4.79,overcast clouds
632,Saint Anthony,US,45.02,-93.22,91.99,43,1,3.36,clear sky
633,Matamoros,MX,25.53,-103.25,89.6,24,75,4.7,broken clouds
634,Shimanovsk,RU,52.0,127.7,58.26,97,100,6.76,overcast clouds
635,Kumo,NG,10.04,11.21,70.52,93,100,4.88,overcast clouds
636,Enterprise,US,36.03,-115.24,102.99,22,40,6.93,scattered clouds
637,Buchanan,LR,5.88,-10.05,77.0,94,40,12.55,scattered clouds
638,Nova Venecia,BR,-18.71,-40.4,64.36,79,95,5.57,overcast clouds
639,Cottage Grove,US,44.83,-92.94,93.0,48,1,6.93,clear sky
640,Seoul,KR,37.57,126.98,75.2,83,90,2.48,overcast clouds
641,Senekal,ZA,-28.32,27.62,45.0,55,0,3.15,clear sky
642,Gboko,NG,7.32,9.0,73.58,89,100,1.9,light rain
643,Panacan,PH,9.25,118.41,80.65,73,95,0.87,overcast clouds
644,Lithgow,AU,-33.48,150.15,34.0,80,2,8.99,clear sky
645,Brooks,CA,50.58,-111.89,75.0,36,100,4.0,overcast clouds
646,Los Llanos De Aridane,ES,28.66,-17.92,75.99,78,12,17.22,few clouds
647,Sangmelima,CM,2.93,11.98,67.87,98,100,4.76,moderate rain
648,Tefe,BR,-3.35,-64.71,78.8,69,75,4.7,broken clouds
649,Sungaipenuh,ID,-2.08,101.38,65.26,91,100,2.98,overcast clouds
650,Elizabeth City,US,36.29,-76.25,90.0,62,1,13.87,clear sky
651,Shaoyang,CN,27.23,111.45,76.75,90,31,4.14,scattered clouds
652,Tolga,DZ,34.72,5.38,98.6,19,40,4.7,scattered clouds
653,Matara,LK,5.95,80.54,77.41,87,8,4.79,clear sky
654,Atbasar,KZ,51.8,68.33,53.96,84,0,5.48,clear sky
655,Golden,US,39.76,-105.22,93.99,14,40,6.93,smoke
656,Asuncion Mita,GT,14.33,-89.71,78.8,88,100,2.24,moderate rain
657,Guhagar,IN,17.48,73.19,79.03,87,100,10.18,light rain
658,Naze,JP,28.37,129.48,80.6,88,99,6.93,moderate rain
659,Tezu,IN,27.92,96.17,75.69,82,99,3.13,overcast clouds
660,Ramanathapuram,IN,9.38,78.83,83.32,76,0,11.41,light rain
661,Beisfjord,NO,68.38,17.6,51.8,81,75,29.97,broken clouds
662,Karachi,PK,24.91,67.08,86.0,79,40,17.22,scattered clouds
663,Plouzane,FR,48.38,-4.62,60.8,82,40,4.7,scattered clouds
664,Manzhouli,CN,49.6,117.43,56.03,88,61,5.26,broken clouds
665,Oriximina,BR,-1.77,-55.87,91.02,41,22,2.06,few clouds
666,Colotlan,MX,22.1,-103.27,81.05,40,35,7.99,scattered clouds
667,Dudinka,RU,69.41,86.18,57.2,82,100,13.42,light rain
668,Marfino,RU,55.7,37.38,66.0,67,100,6.71,overcast clouds
669,La Baule-Escoublac,FR,47.29,-2.36,62.01,82,67,5.82,broken clouds
670,Sovetskiy,RU,61.36,63.58,49.84,91,24,5.97,few clouds
671,Esfahan,IR,32.66,51.68,78.8,15,0,11.41,clear sky
672,Meadow Lake,US,34.8,-106.54,98.01,17,20,4.88,few clouds
673,Zheleznodorozhnyy,RU,55.75,38.0,66.0,77,100,7.07,overcast clouds
674,Mizdah,LY,31.45,12.98,73.96,58,0,4.38,clear sky
675,Sidi Ali,DZ,36.1,0.42,72.05,84,0,5.32,clear sky
676,Port Said,EG,31.26,32.28,82.4,74,0,11.41,clear sky
677,Riberalta,BO,-10.98,-66.1,87.53,33,0,1.79,clear sky
678,San Juan De La Maguana,DO,18.81,-71.23,77.0,100,90,13.87,thunderstorm with rain
679,Veraval,IN,20.9,70.37,81.43,85,100,21.09,moderate rain
680,Gamba,GA,-2.65,10.0,73.31,83,81,6.8,broken clouds
681,Acucena,BR,-19.07,-42.55,58.06,86,100,1.28,overcast clouds
682,Ngunguru,NZ,-35.62,174.5,57.0,3,53,13.0,broken clouds
683,Mahajanga,MG,-15.72,46.32,73.4,60,40,4.7,scattered clouds
684,Riohacha,CO,11.54,-72.91,87.8,70,75,11.41,broken clouds
685,Wasilla,US,61.58,-149.44,63.0,77,90,2.84,light rain
686,Russell,US,32.35,-85.2,89.6,65,90,12.75,overcast clouds
687,Simpang,ID,-1.27,104.08,73.78,94,68,2.71,light rain
688,Salalah,OM,17.02,54.09,77.0,94,90,5.82,overcast clouds
689,Makakilo City,US,21.35,-158.09,86.0,58,75,8.05,broken clouds
690,Skole,UA,49.04,23.51,57.0,79,99,8.01,light rain
691,Boende,CD,-0.22,20.87,70.34,97,100,0.76,overcast clouds
692,Khani,GE,41.96,42.96,64.4,93,75,5.82,broken clouds
693,Virginia Beach,US,36.85,-75.98,90.0,49,75,14.99,broken clouds
694,Huilong,CN,31.81,121.66,82.99,91,0,1.01,clear sky
695,Krasnoselkup,RU,65.7,82.47,49.46,91,99,1.19,overcast clouds
696,Panaba,MX,21.28,-88.27,92.48,54,73,5.86,light rain
697,Oktyabrskiy,RU,54.48,53.47,53.38,88,0,2.21,clear sky
698,Hokitika,NZ,-42.72,170.97,51.78,84,100,5.37,moderate rain
699,Shirgaon,IN,19.7,72.7,81.34,84,100,19.86,moderate rain
700,Punakha,BT,27.58,89.86,68.45,60,48,1.36,scattered clouds
